Tempo_teste_OO,959.405000
Tempo_teste_O3,223.270000
Tempo_teste_OO,994.886000
Tempo_teste_O3,228.971000
Tempo_teste_OO,999.607000
Tempo_teste_O3,233.980000
Tempo_teste_OO,965.207000
Tempo_teste_O3,229.178000
Tempo_teste_OO,1208.857000
Tempo_teste_O3,257.521000
Tempo_teste_OO,1194.998000
Tempo_teste_O3,255.227000
Tempo_teste_OO,1009.880000
Tempo_teste_O3,228.767000
Tempo_teste_OO,974.448000
Tempo_teste_O3,228.257000
Tempo_teste_OO,975.742000
Tempo_teste_O3,228.201000
Tempo_teste_OO,974.550000
Tempo_teste_O3,227.930000
